date,state,deaths,predict,lower,upper
2020-02-28,Massachusetts,0.0,,,
2020-02-28,Nebraska,0.0,,,
2020-02-28,Oregon,0.0,,,
2020-02-28,Texas,0.0,,,
2020-02-28,Utah,0.0,,,
2020-02-28,Washington,0.0,,,
2020-02-28,Wisconsin,0.0,,,
2020-02-29,Arizona,0.0,,,
2020-02-29,California,0.0,,,
2020-02-29,Illinois,0.0,,,
2020-02-29,Massachusetts,0.0,,,
2020-02-29,Nebraska,0.0,,,
2020-02-29,Oregon,0.0,,,
2020-02-29,Texas,0.0,,,
2020-02-29,Utah,0.0,,,
2020-02-29,Washington,1.0,,,
2020-02-29,Wisconsin,0.0,,,
2020-03-01,Arizona,0.0,,,
2020-03-01,California,0.0,,,
2020-03-01,Florida,0.0,,,
2020-03-01,Illinois,0.0,,,
2020-03-01,Massachusetts,0.0,,,
2020-03-01,Nebraska,0.0,,,
2020-03-01,New York,0.0,,,
2020-03-01,Oregon,0.0,,,
2020-03-01,Rhode Island,0.0,,,
2020-03-01,Texas,0.0,,,
2020-03-01,Utah,0.0,,,
2020-03-01,Washington,3.0,,,
2020-03-01,Wisconsin,0.0,,,
2020-03-02,Arizona,0.0,,,
2020-03-02,California,0.0,,,
2020-03-02,Florida,0.0,,,
2020-03-02,Georgia,0.0,,,
2020-03-02,Illinois,0.0,,,
2020-03-02,Massachusetts,0.0,,,
2020-03-02,Nebraska,0.0,,,
2020-03-02,New Hampshire,0.0,,,
2020-03-02,New York,0.0,,,
2020-03-02,Oregon,0.0,,,
2020-03-02,Rhode Island,0.0,,,
2020-03-02,Texas,0.0,,,
2020-03-02,Utah,0.0,,,
2020-03-02,Washington,6.0,,,
2020-03-02,Wisconsin,0.0,,,
2020-03-03,Arizona,0.0,,,
2020-03-03,California,0.0,,,
2020-03-03,Florida,0.0,,,
2020-03-03,Georgia,0.0,,,
2020-03-03,Illinois,0.0,,,
2020-03-03,Massachusetts,0.0,,,
2020-03-03,Nebraska,0.0,,,
2020-03-03,New Hampshire,0.0,,,
2020-03-03,New York,0.0,,,
2020-03-03,North Carolina,0.0,,,
2020-03-03,Oregon,0.0,,,
2020-03-03,Rhode Island,0.0,,,
2020-03-03,Texas,0.0,,,
2020-03-03,Utah,0.0,,,
2020-03-03,Washington,10.0,,,
2020-03-03,Wisconsin,0.0,,,
2020-03-04,Arizona,0.0,,,
2020-03-04,California,1.0,,,
2020-03-04,Florida,0.0,,,
2020-03-04,Georgia,0.0,,,
2020-03-04,Illinois,0.0,,,
2020-03-04,Massachusetts,0.0,,,
2020-03-04,Nebraska,0.0,,,
2020-03-04,New Hampshire,0.0,,,
2020-03-04,New Jersey,0.0,,,
2020-03-04,New York,0.0,,,
2020-03-04,North Carolina,0.0,,,
2020-03-04,Oregon,0.0,,,
2020-03-04,Rhode Island,0.0,,,
2020-03-04,Texas,0.0,,,
2020-03-04,Utah,0.0,,,
2020-03-04,Washington,11.0,,,
2020-03-04,Wisconsin,0.0,,,
2020-03-05,Arizona,0.0,,,
2020-03-05,California,1.0,,,
2020-03-05,Colorado,0.0,,,
2020-03-05,Florida,0.0,,,
2020-03-05,Georgia,0.0,,,
2020-03-05,Illinois,0.0,,,
2020-03-05,Maryland,0.0,,,
2020-03-05,Massachusetts,0.0,,,
2020-03-05,Nebraska,0.0,,,
2020-03-05,Nevada,0.0,,,
2020-03-05,New Hampshire,0.0,,,
2020-03-05,New Jersey,0.0,,,
2020-03-05,New York,0.0,,,
2020-03-05,North Carolina,0.0,,,
2020-03-05,Oregon,0.0,,,
2020-03-05,Rhode Island,0.0,,,
2020-03-05,Tennessee,0.0,,,
2020-03-05,Texas,0.0,,,
2020-03-05,Utah,0.0,,,
2020-03-05,Washington,11.0,,,
2020-03-05,Wisconsin,0.0,,,
2020-03-06,Arizona,0.0,,,
2020-03-06,California,1.0,,,
2020-03-06,Colorado,0.0,,,
2020-03-06,Florida,2.0,,,
2020-03-06,Georgia,0.0,,,
2020-03-06,Hawaii,0.0,,,
2020-03-06,Illinois,0.0,,,
2020-03-06,Indiana,0.0,,,
2020-03-06,Kentucky,0.0,,,
2020-03-06,Maryland,0.0,,,
2020-03-06,Massachusetts,0.0,,,
2020-03-06,Minnesota,0.0,,,
2020-03-06,Nebraska,0.0,,,
2020-03-06,Nevada,0.0,,,
2020-03-06,New Hampshire,0.0,,,
2020-03-06,New Jersey,0.0,,,
2020-03-06,New York,0.0,,,
2020-03-06,North Carolina,0.0,,,
2020-03-06,Oklahoma,0.0,,,
2020-03-06,Oregon,0.0,,,
2020-03-06,Pennsylvania,0.0,,,
2020-03-06,Rhode Island,0.0,,,
2020-03-06,South Carolina,0.0,,,
2020-03-06,Tennessee,0.0,,,
2020-03-06,Texas,0.0,,,
2020-03-06,Utah,0.0,,,
2020-03-06,Washington,12.0,,,
2020-03-06,Wisconsin,0.0,,,
2020-03-07,Arizona,0.0,,,
2020-03-07,California,1.0,,,
2020-03-07,Colorado,0.0,,,
2020-03-07,District of Columbia,0.0,,,
2020-03-07,Florida,2.0,,,
2020-03-07,Georgia,0.0,,,
2020-03-07,Hawaii,0.0,,,
2020-03-07,Illinois,0.0,,,
2020-03-07,Indiana,0.0,,,
2020-03-07,Kansas,0.0,,,
2020-03-07,Kentucky,0.0,,,
2020-03-07,Maryland,0.0,,,
2020-03-07,Massachusetts,0.0,,,
2020-03-07,Minnesota,0.0,,,
2020-03-07,Missouri,0.0,,,
2020-03-07,Nebraska,0.0,,,
2020-03-07,Nevada,0.0,,,
2020-03-07,New Hampshire,0.0,,,
2020-03-07,New Jersey,0.0,,,
2020-03-07,New York,0.0,,,
2020-03-07,North Carolina,0.0,,,
2020-03-07,Oklahoma,0.0,,,
2020-03-07,Oregon,0.0,,,
2020-03-07,Pennsylvania,0.0,,,
2020-03-07,Rhode Island,0.0,,,
2020-03-07,South Carolina,0.0,,,
2020-03-07,Tennessee,0.0,,,
2020-03-07,Texas,0.0,,,
2020-03-07,Utah,0.0,,,
2020-03-07,Vermont,0.0,,,
2020-03-07,Virginia,0.0,,,
2020-03-07,Washington,16.0,,,
2020-03-07,Wisconsin,0.0,,,
2020-03-08,Arizona,0.0,,,
2020-03-08,California,1.0,,,
2020-03-08,Colorado,0.0,,,
2020-03-08,Connecticut,0.0,,,
2020-03-08,District of Columbia,0.0,,,
2020-03-08,Florida,2.0,,,
2020-03-08,Georgia,0.0,,,
2020-03-08,Hawaii,0.0,,,
2020-03-08,Illinois,0.0,,,
2020-03-08,Indiana,0.0,,,
2020-03-08,Iowa,0.0,,,
2020-03-08,Kansas,0.0,,,
2020-03-08,Kentucky,0.0,,,
2020-03-08,Maryland,0.0,,,
2020-03-08,Massachusetts,0.0,,,
2020-03-08,Minnesota,0.0,,,
2020-03-08,Missouri,0.0,,,
2020-03-08,Nebraska,0.0,,,
2020-03-08,Nevada,0.0,,,
2020-03-08,New Hampshire,0.0,,,
2020-03-08,New Jersey,0.0,,,
2020-03-08,New York,0.0,,,
2020-03-08,North Carolina,0.0,,,
2020-03-08,Oklahoma,0.0,,,
2020-03-08,Oregon,0.0,,,
2020-03-08,Pennsylvania,0.0,,,
2020-03-08,Rhode Island,0.0,,,
2020-03-08,South Carolina,0.0,,,
2020-03-08,Tennessee,0.0,,,
2020-03-08,Texas,0.0,,,
2020-03-08,Utah,0.0,,,
2020-03-08,Vermont,0.0,,,
2020-03-08,Virginia,0.0,,,
2020-03-08,Washington,19.0,,,
2020-03-08,Wisconsin,0.0,,,
2020-03-09,Arizona,0.0,,,
2020-03-09,California,2.0,,,
2020-03-09,Colorado,0.0,,,
2020-03-09,Connecticut,0.0,,,
2020-03-09,District of Columbia,0.0,,,
2020-03-09,Florida,2.0,,,
2020-03-09,Georgia,0.0,,,
2020-03-09,Hawaii,0.0,,,
2020-03-09,Illinois,0.0,,,
2020-03-09,Indiana,0.0,,,
2020-03-09,Iowa,0.0,,,
2020-03-09,Kansas,0.0,,,
2020-03-09,Kentucky,0.0,,,
2020-03-09,Louisiana,0.0,,,
2020-03-09,Maryland,0.0,,,
2020-03-09,Massachusetts,0.0,,,
2020-03-09,Minnesota,0.0,,,
2020-03-09,Missouri,0.0,,,
2020-03-09,Nebraska,0.0,,,
2020-03-09,Nevada,0.0,,,
2020-03-09,New Hampshire,0.0,,,
2020-03-09,New Jersey,0.0,,,
2020-03-09,New York,0.0,,,
2020-03-09,North Carolina,0.0,,,
2020-03-09,Ohio,0.0,,,
2020-03-09,Oklahoma,0.0,,,
2020-03-09,Oregon,0.0,,,
2020-03-09,Pennsylvania,0.0,,,
2020-03-09,Rhode Island,0.0,,,
2020-03-09,South Carolina,0.0,,,
2020-03-09,Tennessee,0.0,,,
2020-03-09,Texas,0.0,,,
2020-03-09,Utah,0.0,,,
2020-03-09,Vermont,0.0,,,
2020-03-09,Virginia,0.0,,,
2020-03-09,Washington,22.0,,,
2020-03-09,Wisconsin,0.0,,,
2020-03-10,Arizona,0.0,,,
2020-03-10,California,3.0,,,
2020-03-10,Colorado,0.0,,,
2020-03-10,Connecticut,0.0,,,
2020-03-10,District of Columbia,0.0,,,
2020-03-10,Florida,2.0,,,
2020-03-10,Georgia,0.0,,,
2020-03-10,Hawaii,0.0,,,
2020-03-10,Illinois,0.0,,,
2020-03-10,Indiana,0.0,,,
2020-03-10,Iowa,0.0,,,
2020-03-10,Kansas,0.0,,,
2020-03-10,Kentucky,0.0,,,
2020-03-10,Louisiana,0.0,,,
2020-03-10,Maryland,0.0,,,
2020-03-10,Massachusetts,0.0,,,
2020-03-10,Michigan,0.0,,,
2020-03-10,Minnesota,0.0,,,
2020-03-10,Missouri,0.0,,,
2020-03-10,Nebraska,0.0,,,
2020-03-10,Nevada,0.0,,,
2020-03-10,New Hampshire,0.0,,,
2020-03-10,New Jersey,1.0,,,
2020-03-10,New York,0.0,,,
2020-03-10,North Carolina,0.0,,,
2020-03-10,Ohio,0.0,,,
2020-03-10,Oklahoma,0.0,,,
2020-03-10,Oregon,0.0,,,
2020-03-10,Pennsylvania,0.0,,,
2020-03-10,Rhode Island,0.0,,,
2020-03-10,South Carolina,0.0,,,
2020-03-10,South Dakota,1.0,,,
2020-03-10,Tennessee,0.0,,,
2020-03-10,Texas,0.0,,,
2020-03-10,Utah,0.0,,,
2020-03-10,Vermont,0.0,,,
2020-03-10,Virginia,0.0,,,
2020-03-10,Washington,24.0,,,
2020-03-10,Wisconsin,0.0,,,
2020-03-11,Arizona,0.0,,,
2020-03-11,Arkansas,0.0,,,
2020-03-11,California,4.0,,,
2020-03-11,Colorado,0.0,,,
2020-03-11,Connecticut,0.0,,,
2020-03-11,Delaware,0.0,,,
2020-03-11,District of Columbia,0.0,,,
2020-03-11,Florida,2.0,,,
2020-03-11,Georgia,0.0,,,
2020-03-11,Hawaii,0.0,,,
2020-03-11,Illinois,0.0,,,
2020-03-11,Indiana,0.0,,,
2020-03-11,Iowa,0.0,,,
2020-03-11,Kansas,0.0,,,
2020-03-11,Kentucky,0.0,,,
2020-03-11,Louisiana,0.0,,,
2020-03-11,Maryland,0.0,,,
2020-03-11,Massachusetts,0.0,,,
2020-03-11,Michigan,0.0,,,
2020-03-11,Minnesota,0.0,,,
2020-03-11,Mississippi,0.0,,,
2020-03-11,Missouri,0.0,,,
2020-03-11,Nebraska,0.0,,,
2020-03-11,Nevada,0.0,,,
2020-03-11,New Hampshire,0.0,,,
2020-03-11,New Jersey,1.0,,,
2020-03-11,New Mexico,0.0,,,
2020-03-11,New York,0.0,,,
2020-03-11,North Carolina,0.0,,,
2020-03-11,North Dakota,0.0,,,
2020-03-11,Ohio,0.0,,,
2020-03-11,Oklahoma,0.0,,,
2020-03-11,Oregon,0.0,,,
2020-03-11,Pennsylvania,0.0,,,
2020-03-11,Rhode Island,0.0,,,
2020-03-11,South Carolina,0.0,,,
2020-03-11,South Dakota,1.0,,,
2020-03-11,Tennessee,0.0,,,
2020-03-11,Texas,0.0,,,
2020-03-11,Utah,0.0,,,
2020-03-11,Vermont,0.0,,,
2020-03-11,Virginia,0.0,,,
2020-03-11,Washington,29.0,,,
2020-03-11,Wisconsin,0.0,,,
2020-03-11,Wyoming,0.0,,,
2020-03-12,Alaska,0.0,,,
2020-03-12,Arizona,0.0,,,
2020-03-12,Arkansas,0.0,,,
2020-03-12,California,4.0,,,
2020-03-12,Colorado,1.0,,,
2020-03-12,Connecticut,0.0,,,
2020-03-12,Delaware,0.0,,,
2020-03-12,District of Columbia,0.0,,,
2020-03-12,Florida,2.0,,,
2020-03-12,Georgia,1.0,,,
2020-03-12,Hawaii,0.0,,,
2020-03-12,Illinois,0.0,,,
2020-03-12,Indiana,0.0,,,
2020-03-12,Iowa,0.0,,,
2020-03-12,Kansas,1.0,,,
2020-03-12,Kentucky,0.0,,,
2020-03-12,Louisiana,0.0,,,
2020-03-12,Maine,0.0,,,
2020-03-12,Maryland,0.0,,,
2020-03-12,Massachusetts,0.0,,,
2020-03-12,Michigan,0.0,,,
2020-03-12,Minnesota,0.0,,,
2020-03-12,Mississippi,0.0,,,
2020-03-12,Missouri,0.0,,,
2020-03-12,Nebraska,0.0,,,
2020-03-12,Nevada,0.0,,,
2020-03-12,New Hampshire,0.0,,,
2020-03-12,New Jersey,1.0,,,
2020-03-12,New Mexico,0.0,,,
2020-03-12,New York,0.0,,,
2020-03-12,North Carolina,0.0,,,
2020-03-12,North Dakota,0.0,,,
2020-03-12,Ohio,0.0,,,
2020-03-12,Oklahoma,0.0,,,
2020-03-12,Oregon,0.0,,,
2020-03-12,Pennsylvania,0.0,,,
2020-03-12,Rhode Island,0.0,,,
2020-03-12,South Carolina,0.0,,,
2020-03-12,South Dakota,1.0,,,
2020-03-12,Tennessee,0.0,,,
2020-03-12,Texas,0.0,,,
2020-03-12,Utah,0.0,,,
2020-03-12,Vermont,0.0,,,
2020-03-12,Virginia,0.0,,,
2020-03-12,Washington,32.0,,,
2020-03-12,Wisconsin,0.0,,,
2020-03-12,Wyoming,0.0,,,
2020-03-13,Alabama,0.0,,,
2020-03-13,Alaska,0.0,,,
2020-03-13,Arizona,0.0,,,
2020-03-13,Arkansas,0.0,,,
2020-03-13,California,5.0,,,
2020-03-13,Colorado,2.0,,,
2020-03-13,Connecticut,0.0,,,
2020-03-13,Delaware,0.0,,,
2020-03-13,District of Columbia,0.0,,,
2020-03-13,Florida,2.0,,,
2020-03-13,Georgia,1.0,,,
2020-03-13,Hawaii,0.0,,,
2020-03-13,Idaho,0.0,,,
2020-03-13,Illinois,0.0,,,
2020-03-13,Indiana,0.0,,,
2020-03-13,Iowa,0.0,,,
2020-03-13,Kansas,1.0,,,
2020-03-13,Kentucky,0.0,,,
2020-03-13,Louisiana,0.0,,,
2020-03-13,Maine,0.0,,,
2020-03-13,Maryland,0.0,,,
2020-03-13,Massachusetts,0.0,,,
2020-03-13,Michigan,0.0,,,
2020-03-13,Minnesota,0.0,,,
2020-03-13,Mississippi,0.0,,,
2020-03-13,Missouri,0.0,,,
2020-03-13,Montana,0.0,,,
2020-03-13,Nebraska,0.0,,,
2020-03-13,Nevada,0.0,,,
2020-03-13,New Hampshire,0.0,,,
2020-03-13,New Jersey,1.0,,,
2020-03-13,New Mexico,0.0,,,
2020-03-13,New York,0.0,,,
2020-03-13,North Carolina,0.0,,,
2020-03-13,North Dakota,0.0,,,
2020-03-13,Ohio,0.0,,,
2020-03-13,Oklahoma,0.0,,,
2020-03-13,Oregon,0.0,,,
2020-03-13,Pennsylvania,0.0,,,
2020-03-13,Puerto Rico,0.0,,,
2020-03-13,Rhode Island,0.0,,,
2020-03-13,South Carolina,0.0,,,
2020-03-13,South Dakota,1.0,,,
2020-03-13,Tennessee,0.0,,,
2020-03-13,Texas,0.0,,,
2020-03-13,Utah,0.0,,,
2020-03-13,Vermont,0.0,,,
2020-03-13,Virginia,0.0,,,
2020-03-13,Washington,37.0,,,
2020-03-13,Wisconsin,0.0,,,
2020-03-13,Wyoming,0.0,,,
2020-03-14,Alabama,0.0,,,
2020-03-14,Alaska,0.0,,,
2020-03-14,Arizona,0.0,,,
2020-03-14,Arkansas,0.0,,,
2020-03-14,California,5.0,,,
2020-03-14,Colorado,2.0,,,
2020-03-14,Connecticut,0.0,,,
2020-03-14,Delaware,0.0,,,
2020-03-14,District of Columbia,0.0,,,
2020-03-14,Florida,3.0,,,
2020-03-14,Georgia,1.0,,,
2020-03-14,Hawaii,0.0,,,
2020-03-14,Idaho,0.0,,,
2020-03-14,Illinois,0.0,,,
2020-03-14,Indiana,0.0,,,
2020-03-14,Iowa,0.0,,,
2020-03-14,Kansas,1.0,,,
2020-03-14,Kentucky,0.0,,,
2020-03-14,Louisiana,1.0,,,
2020-03-14,Maine,0.0,,,
2020-03-14,Maryland,0.0,,,
2020-03-14,Massachusetts,0.0,,,
2020-03-14,Michigan,0.0,,,
2020-03-14,Minnesota,0.0,,,
2020-03-14,Mississippi,0.0,,,
2020-03-14,Missouri,0.0,,,
2020-03-14,Montana,0.0,,,
2020-03-14,Nebraska,0.0,,,
2020-03-14,Nevada,0.0,,,
2020-03-14,New Hampshire,0.0,,,
2020-03-14,New Jersey,2.0,,,
2020-03-14,New Mexico,0.0,,,
2020-03-14,New York,2.0,,,
2020-03-14,North Carolina,0.0,,,
2020-03-14,North Dakota,0.0,,,
2020-03-14,Ohio,0.0,,,
2020-03-14,Oklahoma,0.0,,,
2020-03-14,Oregon,1.0,,,
2020-03-14,Pennsylvania,0.0,,,
2020-03-14,Puerto Rico,0.0,,,
2020-03-14,Rhode Island,0.0,,,
2020-03-14,South Carolina,0.0,,,
2020-03-14,South Dakota,1.0,,,
2020-03-14,Tennessee,0.0,,,
2020-03-14,Texas,0.0,,,
2020-03-14,Utah,0.0,,,
2020-03-14,Vermont,0.0,,,
2020-03-14,Virgin Islands,0.0,,,
2020-03-14,Virginia,1.0,,,
2020-03-14,Washington,40.0,,,
2020-03-14,Wisconsin,0.0,,,
2020-03-14,Wyoming,0.0,,,
2020-03-15,Alabama,0.0,,,
2020-03-15,Alaska,0.0,,,
2020-03-15,Arizona,0.0,,,
2020-03-15,Arkansas,0.0,,,
2020-03-15,California,6.0,,,
2020-03-15,Colorado,2.0,,,
2020-03-15,Connecticut,0.0,,,
2020-03-15,Delaware,0.0,,,
2020-03-15,District of Columbia,0.0,,,
2020-03-15,Florida,3.0,,,
2020-03-15,Georgia,1.0,,,
2020-03-15,Guam,0.0,,,
2020-03-15,Hawaii,0.0,,,
2020-03-15,Idaho,0.0,,,
2020-03-15,Illinois,0.0,,,
2020-03-15,Indiana,0.0,,,
2020-03-15,Iowa,0.0,,,
2020-03-15,Kansas,1.0,,,
2020-03-15,Kentucky,0.0,,,
2020-03-15,Louisiana,2.0,,,
2020-03-15,Maine,0.0,,,
2020-03-15,Maryland,0.0,,,
2020-03-15,Massachusetts,0.0,,,
2020-03-15,Michigan,0.0,,,
2020-03-15,Minnesota,0.0,,,
2020-03-15,Mississippi,0.0,,,
2020-03-15,Missouri,0.0,,,
2020-03-15,Montana,0.0,,,
2020-03-15,Nebraska,0.0,,,
2020-03-15,Nevada,0.0,,,
2020-03-15,New Hampshire,0.0,,,
2020-03-15,New Jersey,2.0,,,
2020-03-15,New Mexico,0.0,,,
2020-03-15,New York,6.0,,,
2020-03-15,North Carolina,0.0,,,
2020-03-15,North Dakota,0.0,,,
2020-03-15,Ohio,0.0,,,
2020-03-15,Oklahoma,0.0,,,
2020-03-15,Oregon,1.0,,,
