county_state,fips,county,state,population
"Shawano, Wisconsin",55115,Shawano,Wisconsin,40899
"Sheboygan, Wisconsin",55117,Sheboygan,Wisconsin,115340
"Taylor, Wisconsin",55119,Taylor,Wisconsin,20343
"Trempealeau, Wisconsin",55121,Trempealeau,Wisconsin,29649
"Vernon, Wisconsin",55123,Vernon,Wisconsin,30822
"Vilas, Wisconsin",55125,Vilas,Wisconsin,22195
"Walworth, Wisconsin",55127,Walworth,Wisconsin,103868
"Washburn, Wisconsin",55129,Washburn,Wisconsin,15720
"Washington, Wisconsin",55131,Washington,Wisconsin,136034
"Waukesha, Wisconsin",55133,Waukesha,Wisconsin,404198
"Waupaca, Wisconsin",55135,Waupaca,Wisconsin,50990
"Waushara, Wisconsin",55137,Waushara,Wisconsin,24443
"Winnebago, Wisconsin",55139,Winnebago,Wisconsin,171907
"Wood, Wisconsin",55141,Wood,Wisconsin,72999
"Albany, Wyoming",56001,Albany,Wyoming,38880
"Big Horn, Wyoming",56003,Big Horn,Wyoming,11790
"Campbell, Wyoming",56005,Campbell,Wyoming,46341
"Carbon, Wyoming",56007,Carbon,Wyoming,14800
"Converse, Wyoming",56009,Converse,Wyoming,13822
"Crook, Wyoming",56011,Crook,Wyoming,7584
"Fremont, Wyoming",56013,Fremont,Wyoming,39261
"Goshen, Wyoming",56015,Goshen,Wyoming,13211
"Hot Springs, Wyoming",56017,Hot Springs,Wyoming,4413
"Johnson, Wyoming",56019,Johnson,Wyoming,8445
"Laramie, Wyoming",56021,Laramie,Wyoming,99500
"Lincoln, Wyoming",56023,Lincoln,Wyoming,19830
"Natrona, Wyoming",56025,Natrona,Wyoming,79858
"Niobrara, Wyoming",56027,Niobrara,Wyoming,2356
"Park, Wyoming",56029,Park,Wyoming,29194
"Platte, Wyoming",56031,Platte,Wyoming,8393
"Sheridan, Wyoming",56033,Sheridan,Wyoming,30485
"Sublette, Wyoming",56035,Sublette,Wyoming,9831
"Sweetwater, Wyoming",56037,Sweetwater,Wyoming,42343
"Teton, Wyoming",56039,Teton,Wyoming,23464
"Uinta, Wyoming",56041,Uinta,Wyoming,20226
"Washakie, Wyoming",56043,Washakie,Wyoming,7805
"Weston, Wyoming",56045,Weston,Wyoming,6927
